id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_396,119,236,105,368,428,107,210,159,109,84,121,239,205,264,122
sample_397,125,233,105,364,426,107,215,176,106,86,121,242,213,264,124
sample_398,119,236,105,370,426,104,210,164,97,86,125,233,205,266,124
sample_399,119,236,109,364,426,98,215,172,103,86,127,233,205,262,124
sample_400,125,239,105,370,426,101,215,168,100,80,127,233,205,264,124
sample_401,123,239,109,372,424,107,215,168,103,78,129,233,205,262,124
sample_402,129,239,105,372,428,98,215,168,100,78,125,239,209,262,122
sample_403,121,233,105,362,428,107,210,172,103,86,121,233,205,266,124
sample_404,127,233,101,362,426,107,215,168,109,84,119,236,205,264,124
sample_405,127,233,109,372,422,104,215,168,100,80,125,233,209,262,124
sample_406,121,239,105,372,424,101,215,172,97,80,127,236,205,261,124
sample_407,125,239,109,370,424,101,215,168,97,82,125,239,213,261,124
sample_408,127,239,109,370,428,101,215,168,103,78,125,239,205,261,124
sample_409,129,239,105,372,422,104,210,172,97,78,129,239,209,261,124
sample_410,123,233,105,361,426,107,210,164,100,84,123,236,205,270,122
sample_411,127,239,105,370,426,98,215,172,103,80,129,239,205,261,124
sample_412,121,236,105,366,424,107,210,164,106,82,125,233,205,262,122
sample_413,123,239,105,370,428,101,215,164,100,80,125,233,205,262,124
sample_414,125,239,105,364,426,104,210,164,109,86,121,233,205,264,124
sample_415,127,242,101,366,428,98,210,164,109,82,129,245,213,272,122
sample_416,121,236,101,368,424,104,210,172,97,82,121,236,201,262,124
sample_417,125,239,105,370,422,101,215,164,100,80,129,239,205,261,122
sample_418,121,233,109,364,422,110,215,172,112,84,125,233,213,264,124
sample_419,127,239,113,372,426,101,215,168,103,78,127,233,205,262,124
sample_420,125,236,105,364,426,107,210,176,100,84,121,236,205,264,124
sample_421,123,239,113,370,426,107,210,172,97,82,121,236,213,268,124
sample_422,119,236,105,362,424,107,215,172,106,82,129,236,205,266,124
sample_423,125,239,109,362,426,107,210,172,100,86,125,236,209,264,124
sample_424,121,239,113,366,422,98,210,176,106,82,119,236,213,264,124
sample_425,125,239,105,370,428,104,215,172,100,78,125,245,209,264,124
sample_426,125,239,113,372,428,101,215,159,106,78,125,239,213,261,124
sample_427,127,239,113,370,428,101,215,172,106,80,125,239,205,261,124
sample_428,123,236,105,372,426,101,215,172,100,80,127,239,213,261,124
sample_429,127,239,105,372,426,101,215,172,103,78,125,233,213,261,124
sample_430,125,236,101,362,426,101,210,172,103,86,123,242,205,264,122
sample_431,125,239,105,368,428,107,215,172,106,86,125,233,205,264,124
sample_432,121,236,105,368,428,107,210,172,109,86,119,233,205,262,124
sample_433,125,239,105,370,428,104,215,168,97,80,127,239,205,262,124
sample_434,125,233,105,372,428,101,215,172,106,80,127,239,209,264,122
sample_435,125,239,109,372,422,101,215,172,106,82,129,239,209,262,124
sample_436,119,236,105,362,424,107,210,164,106,86,129,233,213,262,122
sample_437,127,233,109,372,426,101,215,168,103,80,125,239,209,261,122
sample_438,129,239,105,370,426,101,215,159,103,82,123,236,209,261,124
sample_439,119,239,101,364,426,107,210,168,103,82,121,242,201,264,122
sample_440,129,239,113,370,426,101,215,168,100,80,125,239,209,264,124
sample_441,119,233,105,364,422,107,215,172,100,86,125,239,205,264,124
sample_442,119,236,109,370,428,107,210,172,103,86,123,239,205,262,124
sample_443,119,236,105,364,426,107,215,159,106,84,121,236,205,264,124
sample_444,127,245,101,364,426,107,210,164,112,82,127,239,213,266,122
sample_445,125,242,109,368,424,107,210,172,106,84,121,239,205,264,124
sample_446,125,239,105,370,428,101,215,164,106,78,123,236,213,261,122
sample_447,125,239,113,372,426,104,215,168,106,80,125,239,209,261,122
sample_448,125,245,113,370,426,104,210,164,103,82,125,239,209,264,124
sample_449,119,236,105,364,426,107,210,172,109,86,125,239,213,264,124
sample_450,125,236,101,364,428,104,210,164,97,82,129,242,213,272,124
sample_451,125,239,109,370,426,101,215,168,100,80,125,239,205,262,122
sample_452,125,245,105,372,426,104,215,168,103,82,127,233,209,262,122
sample_453,127,245,105,370,428,107,215,176,103,78,129,239,209,261,122
sample_454,119,236,113,364,426,107,210,164,100,82,121,236,213,262,124
sample_455,119,236,105,364,424,107,215,164,106,86,125,236,205,264,124
sample_456,127,239,113,372,426,101,215,168,100,78,125,239,209,264,124
sample_457,127,236,109,372,422,101,215,172,97,80,123,236,205,261,124
sample_458,129,239,105,372,426,104,215,168,100,80,129,236,213,261,124
sample_459,121,239,101,361,422,104,210,172,106,86,125,239,205,268,124
sample_460,119,233,105,362,422,107,215,164,103,84,129,242,201,266,124
sample_461,125,239,105,372,428,104,215,172,97,78,125,239,213,261,124
sample_462,127,239,109,361,428,107,215,159,106,82,125,236,201,264,124
sample_463,125,239,113,372,422,104,210,168,100,82,127,239,205,262,124
sample_464,121,236,113,364,422,104,210,172,109,82,119,236,205,264,124
sample_465,125,242,113,362,426,101,210,176,109,86,121,239,209,262,124
sample_466,119,242,105,366,424,104,210,159,106,86,127,233,205,264,122
sample_467,123,239,109,364,428,104,210,172,106,86,123,236,205,264,124
sample_468,123,242,105,362,426,107,215,164,106,84,125,236,213,266,124
sample_469,129,236,113,368,426,101,210,164,103,86,119,233,205,270,124
sample_470,127,245,105,368,428,98,210,164,106,82,125,242,205,272,122
sample_471,123,236,105,362,428,110,215,176,97,84,129,233,209,266,124
sample_472,121,239,105,366,428,101,210,176,100,86,123,236,205,264,124
sample_473,127,242,105,372,424,101,215,168,103,78,129,245,213,261,122
sample_474,127,236,109,364,426,104,210,176,106,84,119,239,205,262,124
sample_475,125,239,113,372,424,101,215,168,103,78,127,239,209,261,124
sample_476,125,239,109,370,426,104,215,172,103,78,127,239,209,262,124
sample_477,123,239,105,370,424,101,215,172,100,78,125,239,209,261,124
sample_478,123,236,105,362,426,104,210,172,112,86,121,236,213,266,124
sample_479,125,239,109,372,426,104,215,164,97,82,129,236,213,261,124
sample_480,127,233,113,364,428,101,215,172,97,80,119,236,205,268,124
sample_481,125,242,105,364,428,107,210,164,97,82,129,239,213,268,122
sample_482,119,239,113,364,422,104,210,164,106,84,119,239,205,262,124
sample_483,129,242,113,364,422,107,210,172,112,86,121,239,205,262,124
sample_484,121,239,105,372,428,98,215,168,106,78,125,239,209,261,124
sample_485,125,239,109,370,424,104,215,168,100,78,127,239,213,264,124
sample_486,125,239,105,372,428,101,215,168,106,78,125,239,205,261,122
sample_487,125,233,109,372,422,98,215,168,106,78,127,239,205,261,124
sample_488,125,239,105,361,424,107,210,176,106,86,125,236,205,264,124
sample_489,119,233,109,362,426,101,210,159,109,84,119,233,205,264,124
sample_490,127,239,105,372,426,101,215,172,97,80,127,239,209,262,124
sample_491,129,239,113,372,422,101,215,168,100,80,125,239,205,261,124
sample_492,125,239,113,372,424,104,215,172,103,78,127,233,209,261,124
sample_493,125,239,105,372,428,104,215,176,100,80,129,239,209,262,124
sample_494,125,239,105,370,426,104,210,159,100,80,129,239,213,264,124
sample_495,121,233,105,370,424,104,215,172,100,78,125,239,209,261,122
sample_496,119,236,105,364,422,107,210,172,100,86,123,233,205,264,124
sample_497,129,239,109,370,428,101,215,164,100,80,127,239,213,261,124
sample_498,127,239,109,370,424,104,215,164,100,80,127,239,209,261,124
sample_499,125,233,101,362,424,107,215,159,109,86,125,236,209,268,124
sample_500,123,236,105,364,424,104,210,172,109,86,121,233,205,264,124
sample_501,123,233,109,372,428,107,215,172,97,78,127,239,209,261,122
sample_502,121,239,109,362,428,107,210,164,103,80,121,236,205,266,122
sample_503,127,236,105,364,428,107,215,168,100,86,119,233,205,264,122
sample_504,127,239,105,366,428,107,215,164,106,84,129,239,205,264,124
sample_505,119,239,109,362,424,104,210,159,103,80,121,236,213,264,124
sample_506,121,236,105,364,428,110,210,164,106,80,125,236,213,264,122
sample_507,127,236,109,370,422,101,215,164,97,80,123,239,209,261,124
sample_508,119,236,105,364,422,104,215,172,97,84,119,236,213,266,122
sample_509,121,242,109,368,428,101,215,172,100,80,127,239,205,262,124
sample_510,127,245,105,364,428,107,210,164,109,82,129,245,213,272,122
sample_511,123,236,109,366,426,107,210,172,103,86,129,239,209,266,124
sample_512,123,239,113,372,428,101,215,168,103,80,127,239,205,264,124
sample_513,125,242,105,362,424,104,210,172,109,82,119,239,201,262,124
sample_514,119,242,109,370,422,104,215,172,100,82,125,239,205,270,122
sample_515,127,239,109,372,426,98,215,168,100,78,125,239,205,264,124
sample_516,123,233,109,368,428,107,215,164,106,86,129,239,205,262,124
sample_517,127,245,105,366,426,104,210,164,112,82,127,242,213,262,122
sample_518,121,239,105,372,422,101,215,164,103,80,123,239,205,261,124
sample_519,125,239,113,372,424,101,210,172,106,80,127,239,209,264,124
sample_520,123,239,105,370,426,101,215,168,103,80,129,239,205,262,124
sample_521,123,236,105,368,422,98,210,172,100,86,119,236,213,266,124
sample_522,123,236,105,362,426,107,210,172,106,86,125,242,205,270,124
sample_523,125,239,109,372,422,107,215,159,100,78,125,239,209,264,124
sample_524,127,239,101,364,428,98,215,168,106,82,127,245,209,262,122
sample_525,125,239,109,372,422,101,215,168,100,82,125,239,205,261,124
sample_526,125,239,113,370,428,104,215,168,103,80,129,239,205,262,122
sample_527,125,239,105,372,428,101,215,172,100,82,129,236,213,264,124
sample_528,119,236,105,366,424,104,210,172,109,86,121,239,205,264,122
sample_529,127,239,105,364,426,107,210,164,106,82,125,239,209,266,122
sample_530,125,239,109,370,422,104,215,168,100,78,127,239,205,261,122
sample_531,121,233,105,368,424,104,215,172,106,86,119,239,205,264,124
sample_532,127,233,105,372,428,107,215,168,100,82,129,239,213,261,124
sample_533,125,239,105,372,426,104,215,172,100,80,125,239,213,262,124
sample_534,129,242,109,370,426,101,215,168,97,78,127,239,205,264,122
sample_535,125,242,113,370,426,101,215,168,100,78,127,242,209,261,124
sample_536,127,239,109,372,422,104,215,168,97,80,123,239,209,264,124
sample_537,129,245,109,372,428,107,210,164,106,82,129,233,213,272,122
sample_538,121,236,109,370,422,104,215,172,106,80,129,239,209,262,124
sample_539,125,236,101,361,422,107,210,159,106,84,127,239,201,262,124
sample_540,121,242,105,368,422,107,210,164,109,86,123,242,205,270,122
sample_541,127,239,105,370,426,104,215,168,106,78,125,239,209,262,124
sample_542,125,239,113,372,428,101,215,159,103,80,127,239,209,261,124
sample_543,125,236,105,366,426,107,210,172,109,86,121,236,209,264,124
sample_544,129,239,109,370,424,101,215,172,100,80,123,239,209,261,124
sample_545,127,239,105,370,422,104,215,164,100,82,123,239,209,261,124
sample_546,127,239,105,370,424,101,215,159,106,78,125,239,209,262,124
sample_547,125,239,105,370,426,101,215,172,103,80,125,239,205,264,124
sample_548,121,236,105,366,422,101,215,172,106,82,125,239,205,266,122
sample_549,119,236,113,370,426,104,215,159,106,84,121,236,205,264,124
sample_550,127,239,109,372,422,104,215,172,100,80,127,245,209,262,124
sample_551,127,233,101,372,428,104,210,164,109,82,129,233,209,272,122
sample_552,121,239,109,364,428,107,210,172,106,82,125,233,213,262,122
sample_553,125,239,105,372,428,98,210,168,106,80,123,239,209,264,124
sample_554,121,236,109,361,426,104,210,172,100,86,119,236,205,266,124
sample_555,123,239,109,372,428,101,215,168,100,82,127,239,209,261,122
sample_556,119,236,105,368,426,104,215,172,106,80,125,242,213,264,124
sample_557,129,233,113,364,428,104,210,164,109,86,121,239,213,264,124
sample_558,127,245,105,364,428,104,210,164,112,80,127,245,213,272,122
sample_559,121,233,105,368,426,107,215,172,106,84,123,239,209,266,124
sample_560,125,239,105,372,424,104,215,164,103,80,125,236,205,261,124
sample_561,121,242,105,370,426,104,210,172,97,84,125,236,209,266,124
sample_562,127,239,105,368,426,104,215,164,100,78,123,242,209,261,122
sample_563,121,233,105,364,428,107,210,172,109,84,121,236,205,264,124
sample_564,127,236,105,361,424,104,210,164,106,86,121,236,205,266,124
sample_565,119,239,105,370,424,104,210,172,103,84,125,236,209,270,124
sample_566,127,239,105,372,424,101,215,168,106,82,125,239,213,261,124
sample_567,125,239,109,370,428,98,210,172,103,80,127,245,213,272,122
sample_568,119,236,105,370,426,107,215,164,106,84,121,233,209,264,124
sample_569,125,239,109,372,422,104,215,164,97,78,129,239,213,264,124
sample_570,127,239,105,370,428,98,210,168,103,80,129,239,205,262,124
sample_571,129,239,105,370,428,101,215,168,106,82,127,239,205,261,124
sample_572,123,239,109,372,426,107,210,172,103,80,129,239,205,262,124
sample_573,125,236,109,372,422,104,215,172,103,78,123,239,205,262,122
sample_574,119,236,105,364,424,110,210,176,112,86,121,239,205,266,124
sample_575,123,239,105,364,428,98,215,172,103,86,121,239,201,266,124
sample_576,129,239,105,372,424,104,210,164,100,82,127,242,209,262,124
sample_577,127,239,105,372,422,101,215,172,103,82,125,242,209,261,124
sample_578,119,236,109,362,422,107,215,164,109,82,123,236,205,266,124
sample_579,129,245,105,368,428,104,210,164,109,82,127,239,213,272,122
sample_580,119,233,101,362,426,104,215,172,109,82,125,236,209,264,124
sample_581,119,239,105,366,428,104,215,172,103,84,125,236,205,264,124
sample_582,127,239,113,370,426,101,215,168,100,80,125,239,205,264,124
sample_583,127,239,109,370,428,104,215,176,97,78,123,233,213,261,124
sample_584,119,233,109,364,428,101,210,172,106,82,129,242,205,262,122
sample_585,123,236,113,361,426,101,210,172,106,80,121,233,213,264,122
sample_586,125,236,109,370,424,104,210,172,109,82,125,242,213,266,122
sample_587,121,236,109,362,422,104,210,168,97,86,121,236,201,270,122
sample_588,127,239,109,372,422,104,215,164,106,80,125,236,205,261,124
sample_589,121,242,105,364,424,110,210,159,109,82,121,236,205,264,124
sample_590,121,236,105,361,428,107,210,164,106,82,119,236,201,264,122
sample_591,121,236,105,364,426,104,210,172,97,84,125,236,209,262,124
sample_592,129,239,109,370,424,101,215,164,97,80,123,239,213,261,124
sample_593,121,239,109,361,422,107,210,172,109,84,119,236,205,264,124
sample_594,129,239,113,372,426,98,215,168,106,80,125,239,209,264,124
sample_595,119,236,109,362,422,107,210,159,106,86,129,233,205,270,124
sample_596,127,245,105,362,428,110,210,164,109,82,125,239,209,272,122
sample_597,125,236,109,372,424,101,215,168,100,80,125,239,209,264,124
sample_598,121,239,109,372,428,104,210,168,103,80,127,236,209,262,124
sample_599,125,239,113,370,426,101,215,168,97,80,123,239,205,264,124
sample_600,119,236,109,370,424,104,210,159,103,84,123,239,201,264,124
sample_601,129,239,109,368,428,101,215,164,100,80,123,239,205,262,122
sample_602,127,239,109,370,428,104,215,172,103,78,125,245,209,261,124
sample_603,127,239,105,368,424,98,215,172,103,80,125,239,205,264,122
sample_604,121,239,109,372,422,104,215,176,100,78,127,239,205,261,124
sample_605,119,233,109,362,426,104,215,164,106,84,121,233,205,266,122
sample_606,127,239,105,368,426,98,215,172,103,80,129,239,209,262,124
sample_607,119,239,109,368,428,107,210,164,109,84,125,239,213,264,124
sample_608,119,233,109,361,424,104,210,176,97,86,123,239,209,262,122
sample_609,127,239,105,370,428,98,215,172,100,82,127,239,205,261,122
sample_610,119,239,113,361,426,98,210,172,106,80,119,233,205,264,124
sample_611,119,236,105,368,426,107,215,176,106,82,125,236,209,262,124
sample_612,127,239,105,370,426,101,215,168,103,82,129,239,209,262,124
sample_613,121,236,105,361,424,101,210,159,112,82,125,236,205,266,124
sample_614,127,239,109,370,426,104,215,168,106,78,127,233,209,261,124
sample_615,125,239,105,372,426,104,215,159,103,78,125,236,209,264,124
sample_616,125,239,105,370,426,104,215,172,106,78,125,233,213,264,122
sample_617,127,233,101,364,428,104,210,164,109,80,129,245,209,262,122
sample_618,119,236,109,366,426,107,210,164,97,86,123,239,209,264,124
sample_619,119,239,113,366,426,104,210,172,106,86,125,233,213,262,124
sample_620,123,239,101,370,426,107,210,164,97,84,121,236,213,268,124
sample_621,127,239,109,370,424,107,215,168,106,80,125,239,213,261,124
sample_622,127,245,109,368,424,104,215,164,106,80,129,245,213,270,122
sample_623,123,233,113,361,422,101,210,164,100,86,125,233,205,264,124
sample_624,129,239,105,372,428,101,215,164,100,78,127,233,209,261,124
sample_625,125,245,101,372,428,98,210,159,109,80,129,242,209,270,122
sample_626,119,233,113,362,424,101,210,176,106,86,123,233,209,264,124
sample_627,125,239,101,362,426,104,215,168,106,86,121,239,205,268,122
sample_628,119,236,105,366,428,107,210,168,109,84,125,236,213,268,124
sample_629,127,245,101,370,426,104,215,164,106,82,125,245,213,266,122
sample_630,125,233,109,370,428,101,215,168,100,78,125,239,209,264,122
sample_631,125,239,113,370,424,101,210,168,103,80,125,245,209,262,124
sample_632,127,245,101,370,428,98,210,164,106,82,127,245,213,272,124
sample_633,125,239,105,370,422,107,215,172,100,78,125,239,209,264,124
sample_634,129,239,113,372,428,101,215,172,103,78,127,239,209,261,124
sample_635,127,239,113,372,428,101,215,164,100,78,125,239,209,262,124
sample_636,127,239,109,368,426,101,215,172,100,80,125,239,209,262,124
sample_637,123,236,105,362,424,107,210,159,100,82,121,233,209,268,122
sample_638,121,239,105,364,424,110,215,159,97,84,125,239,209,262,122
sample_639,125,239,105,372,428,104,215,164,106,82,125,239,205,262,124
sample_640,129,239,105,370,426,98,215,168,106,78,129,239,213,261,124
sample_641,127,239,113,372,428,101,215,168,106,80,123,239,209,261,124
sample_642,119,239,105,361,428,110,210,159,106,82,121,236,209,268,124
sample_643,123,236,105,364,426,104,210,164,100,86,125,236,213,262,122
sample_644,125,242,109,370,428,101,215,168,100,82,127,239,213,262,124
sample_645,119,239,113,364,422,107,215,164,106,86,125,239,209,268,122
sample_646,125,239,109,370,428,107,215,164,100,80,127,239,209,264,124
sample_647,123,236,105,364,422,110,210,159,100,86,119,239,209,264,124
sample_648,129,236,113,370,424,110,210,172,106,86,121,233,205,264,124
sample_649,123,239,109,368,428,101,215,164,97,80,125,239,213,261,124
sample_650,125,242,109,364,424,104,210,172,106,86,125,239,213,262,122
sample_651,119,233,113,370,422,104,210,164,112,86,125,239,209,262,124
sample_652,121,242,113,370,426,98,215,164,100,78,125,239,209,264,124
sample_653,121,233,105,361,422,110,210,172,106,86,121,239,205,270,124
sample_654,129,245,105,364,426,107,210,164,109,82,129,245,213,270,122
sample_655,119,239,113,364,428,110,210,172,106,86,129,236,209,268,122
sample_656,125,239,109,370,426,104,215,172,106,78,125,233,205,261,124
sample_657,123,239,113,364,426,107,210,172,100,86,125,233,213,266,124
sample_658,129,239,105,370,428,107,215,168,106,78,127,239,205,261,122
sample_659,125,236,105,364,428,107,210,172,106,86,129,233,205,270,122
sample_660,121,239,109,362,424,104,210,164,109,86,119,233,205,266,124
sample_661,129,233,105,370,424,104,215,172,103,78,123,242,209,262,124
sample_662,125,242,109,364,422,107,210,172,103,86,123,239,209,264,124
sample_663,119,239,113,364,428,101,210,176,106,86,125,233,205,264,124
sample_664,125,239,109,372,428,104,215,168,97,80,129,245,209,261,122
sample_665,125,236,105,364,428,107,210,172,109,84,121,239,205,270,124
sample_666,119,233,113,364,426,98,215,176,106,86,119,236,201,264,124
sample_667,125,245,109,372,426,101,215,172,100,80,127,236,209,264,124
sample_668,129,245,101,364,428,110,210,164,109,80,125,245,213,270,124
sample_669,125,233,105,364,428,98,210,164,109,84,127,242,213,268,124
sample_670,121,236,109,361,428,107,215,168,103,86,123,242,209,264,122
sample_671,123,233,105,366,426,104,210,172,112,84,127,239,205,264,124
sample_672,125,239,109,370,424,101,215,164,97,78,127,239,209,264,124
sample_673,125,236,105,364,424,101,210,172,97,80,123,233,209,268,124
sample_674,123,239,109,370,422,101,215,168,100,78,123,239,209,264,124
sample_675,129,239,105,368,428,101,210,176,103,78,129,239,209,262,124
sample_676,123,242,109,370,426,104,215,164,100,78,125,239,205,264,124
sample_677,129,239,109,370,426,107,215,168,97,78,129,242,209,261,124
sample_678,121,239,109,372,424,107,215,172,103,80,125,242,205,261,122
sample_679,123,233,105,370,428,104,210,172,97,80,125,236,213,262,124
sample_680,129,239,101,370,428,107,215,164,103,82,129,242,205,272,122
sample_681,123,239,105,364,422,107,210,168,106,84,121,236,209,266,124
sample_682,127,239,109,370,428,101,215,164,97,80,127,239,205,261,124
sample_683,127,239,113,372,424,104,215,168,103,80,125,239,205,262,124
sample_684,125,239,105,372,426,104,215,168,106,82,125,236,213,264,124
sample_685,129,239,105,372,422,104,215,172,100,80,123,239,209,264,124
sample_686,119,233,113,366,426,107,215,172,106,86,127,236,213,264,124
sample_687,125,236,105,364,428,98,210,164,106,86,121,236,205,264,122
sample_688,125,242,105,370,424,107,210,164,97,82,129,245,213,272,124
sample_689,127,233,105,370,426,101,215,168,97,82,127,239,209,261,124
sample_690,119,236,113,364,422,104,215,176,106,86,129,236,205,266,122
sample_691,125,239,109,372,422,104,215,164,97,80,127,239,213,261,124
sample_692,125,239,109,370,428,107,215,172,100,80,123,239,213,264,124
sample_693,123,236,113,372,422,101,215,176,97,80,125,239,209,262,124
sample_694,121,236,113,364,428,107,210,159,106,80,125,239,205,268,124
sample_695,127,239,105,372,422,101,215,168,97,80,127,239,213,261,124
sample_696,129,245,101,364,426,98,210,172,100,80,127,239,205,272,122
sample_697,127,239,105,372,424,104,215,176,100,80,125,242,209,261,124
sample_698,121,236,101,364,426,107,210,172,109,86,125,236,205,268,124
sample_699,125,233,109,362,424,107,210,172,106,86,127,233,205,264,124
sample_700,123,239,105,370,426,98,210,159,106,86,121,239,201,268,124
sample_701,119,233,105,364,426,98,210,172,109,80,123,236,205,270,122
sample_702,125,239,109,370,422,107,215,172,100,78,127,239,209,262,124
sample_703,119,236,105,368,428,110,215,176,109,86,125,233,205,264,124
sample_704,125,245,105,372,428,107,210,164,109,82,127,242,213,270,122
sample_705,129,236,109,372,424,101,215,172,103,82,123,239,209,261,124
sample_706,125,239,105,372,428,101,215,168,100,82,127,236,209,264,124
sample_707,125,239,105,366,424,107,210,172,109,82,123,239,213,270,124
sample_708,123,236,109,362,426,104,215,159,103,86,125,236,209,264,124
sample_709,121,245,113,368,428,104,215,168,100,78,123,239,213,261,124
sample_710,127,239,105,372,424,101,215,172,100,82,127,236,205,262,124
sample_711,129,236,105,372,426,104,215,172,106,80,125,239,209,262,124
sample_712,123,233,105,368,428,107,210,172,100,86,121,239,201,264,124
sample_713,127,239,105,370,424,101,215,172,106,78,125,236,209,264,124
sample_714,125,239,109,368,422,101,215,164,97,80,127,239,205,261,124
sample_715,119,236,105,362,428,104,210,164,106,82,123,242,205,262,124
sample_716,125,239,109,372,428,104,215,172,97,80,125,233,205,261,124
sample_717,121,236,113,364,426,107,210,172,103,86,123,233,209,264,124
sample_718,125,236,105,370,428,101,215,172,97,78,127,239,205,261,124
sample_719,125,242,101,364,428,107,210,164,109,80,125,239,213,264,122
sample_720,129,239,113,368,426,107,215,172,100,80,125,239,213,261,124
sample_721,119,236,105,362,422,101,210,172,109,84,127,239,205,266,124
sample_722,127,242,105,372,428,107,210,172,109,82,125,245,213,272,122
sample_723,123,233,109,364,426,107,210,172,100,86,125,233,209,266,122
sample_724,121,239,101,364,422,104,210,172,112,86,129,236,201,266,124
sample_725,123,233,109,366,426,107,210,176,106,84,125,236,205,270,122
sample_726,125,233,109,362,426,107,210,164,106,86,121,236,205,266,124
sample_727,121,242,113,362,428,104,215,164,100,82,129,239,209,264,122
sample_728,121,242,109,364,422,104,210,172,109,86,119,239,213,270,124
sample_729,125,239,113,372,422,107,215,168,100,80,127,245,209,261,122
sample_730,125,239,113,370,422,107,215,176,100,80,125,239,205,261,124
sample_731,119,236,113,364,428,98,210,176,103,84,121,239,201,264,124
sample_732,129,245,101,366,428,104,210,164,112,80,129,245,209,270,124
sample_733,129,239,113,372,428,101,215,164,100,78,125,245,205,261,124
sample_734,125,242,105,366,428,104,210,164,112,82,127,245,213,272,124
sample_735,119,239,105,364,426,107,210,168,109,86,119,233,213,266,124
sample_736,129,245,109,372,422,104,215,168,100,80,125,239,209,261,122
sample_737,119,236,113,366,424,107,210,172,103,86,123,239,213,264,124
sample_738,123,233,109,370,428,101,215,172,100,78,127,239,213,262,122
sample_739,125,236,105,362,428,107,210,172,100,80,123,239,205,268,124
sample_740,129,242,105,372,426,101,215,168,106,80,125,239,209,262,122
sample_741,125,239,109,370,428,101,215,168,100,82,129,239,209,261,124
sample_742,121,236,105,361,428,104,210,159,106,80,125,233,205,264,122
sample_743,127,239,109,372,424,101,210,168,106,80,127,236,213,261,124
sample_744,121,239,113,372,428,101,215,164,100,80,127,239,205,261,122
sample_745,125,239,105,372,422,104,215,172,100,78,127,242,205,264,124
sample_746,129,239,105,368,422,107,215,176,97,78,127,239,205,261,124
sample_747,123,236,113,362,422,107,215,159,106,86,123,236,205,266,124
sample_748,125,245,105,372,428,107,210,168,103,80,125,239,205,261,124
sample_749,125,239,105,370,422,98,215,164,97,82,127,239,213,264,124
sample_750,123,239,105,364,424,101,210,159,106,84,121,236,205,262,122
sample_751,121,239,109,372,426,104,215,168,100,78,129,239,205,264,122
sample_752,129,236,109,368,428,101,215,159,103,78,129,239,213,261,122
sample_753,119,233,101,364,426,110,215,168,112,86,121,242,205,264,122
sample_754,121,236,105,364,426,107,215,172,106,86,121,236,205,266,122
sample_755,119,236,105,370,428,107,215,172,106,84,121,239,205,268,122
sample_756,129,242,105,372,428,101,210,168,97,82,125,242,209,261,124
sample_757,123,233,105,362,424,107,210,172,106,84,125,239,201,266,124
sample_758,125,239,113,370,422,101,215,172,97,78,129,239,209,261,124
sample_759,125,239,105,370,424,101,215,172,97,80,129,239,209,261,124
sample_760,119,236,105,361,422,104,210,172,100,86,119,239,213,264,122
sample_761,121,239,101,370,424,104,215,172,106,82,123,236,205,266,124
sample_762,119,239,105,364,422,98,215,164,112,84,123,236,205,262,124
sample_763,125,236,113,370,428,107,215,172,100,78,127,239,213,261,124
sample_764,129,239,109,370,428,101,215,168,103,82,125,239,205,261,124
sample_765,121,239,109,362,428,104,210,164,109,86,123,233,209,266,124
sample_766,119,236,105,368,422,104,210,172,109,86,123,239,213,264,124
sample_767,119,236,105,370,424,104,210,172,106,84,121,233,209,266,124
sample_768,125,239,113,372,422,107,215,172,106,80,125,239,209,261,122
sample_769,121,233,105,362,428,107,215,172,106,82,125,233,213,266,124
sample_770,125,242,105,364,428,98,215,164,103,82,127,239,209,262,122
sample_771,125,245,109,372,426,104,215,172,106,82,123,239,209,261,122
sample_772,119,239,109,362,426,107,210,172,106,82,125,239,209,264,124
sample_773,125,239,109,372,422,101,215,168,100,80,129,245,205,261,124
sample_774,125,236,109,372,424,101,210,168,97,82,125,239,209,262,122
sample_775,125,236,105,372,424,101,215,176,106,80,123,239,209,261,124
sample_776,125,239,109,372,428,101,215,168,97,80,125,239,205,261,124
sample_777,129,233,105,366,428,104,210,164,109,82,129,239,209,272,124
sample_778,121,239,109,370,426,101,215,164,100,82,125,239,205,261,124
sample_779,121,233,105,366,426,107,210,168,97,86,123,239,205,264,124
sample_780,121,239,113,368,426,98,210,172,106,86,123,233,205,266,124
sample_781,123,239,105,366,426,107,210,172,106,84,125,239,205,262,124
sample_782,119,239,101,364,428,107,210,172,106,86,123,233,205,268,124
sample_783,125,233,105,370,428,104,215,164,103,80,125,242,209,261,124
sample_784,121,236,105,370,424,107,215,164,100,80,127,239,205,261,124
sample_785,127,239,105,372,428,101,215,168,106,82,129,239,205,262,124
sample_786,119,239,105,364,426,101,210,172,103,86,123,236,205,270,124
sample_787,119,236,113,364,426,104,210,172,112,86,125,239,209,266,124
sample_788,121,242,113,366,426,104,210,159,112,82,119,239,209,264,124
sample_789,123,233,113,370,428,110,210,168,109,84,119,233,213,266,122
sample_790,129,239,105,370,426,107,215,168,97,78,125,239,213,261,124
sample_791,125,236,109,372,428,101,215,164,97,82,129,245,209,261,124
sample_792,123,239,113,372,428,107,215,172,100,78,127,239,213,261,124
